code,name,price,stock,FL Lotte,FL Takashimaya,FL Estella,FL Crescent Mall,Sale Online,FL Event HCM,Kho VP805,Kho GKCPP,Kho FL,Kho ADC,FL Sai Dong,Kho HN_Thanh lý,Kho HCM_Thanh lý
WH1116Z,Bộ đường đua Drag Race (Lớn),"949,000",5,4,,1,,,,,,,,,,
WH1126Z,Xe cứu thương nhỏ Driven,"429,000",24,10,,9,,,,,5,,,,,
WH1134D,Xe rác điều khiển từ xa nhỏ Driven,"790,000",6,5,,,,,,,,1,,,,
WH1135Z,Xe xi măng điều khiển từ xa nhỏ Driven,"790,000",4,4,,,,,,,,,,,,
WH1143Z,Xe xúc lật điều khiển từ xa,"1,990,000",2,,1,1,,,,,,,,,,
WH1196Z,Máy bay trực thăng nhỏ Driven,"429,000",13,1,,9,,,,,,,,3,,
WH1209,Xe cảnh sát nhỏ Driven,"429,000",14,5,,5,,,,,4,,,,,
WH1210Z,Xe cứu hỏa nhỏ Driven,"429,000",69,11,6,13,,,,,35,,,4,,
WH1230Z,Bộ xe cẩu xây dựng Driven,"990,000",23,,3,7,,,,,8,,,5,,
BY079971_BL,Transformable Dinosaur_Blue,"149,000",11,,,,,,,11,,,,,,
BY079971_GR,Transformable Dinosaur_Green,"149,000",2,,,,,,,2,,,,,,
BY079972_BL,Transformable Dog_Blue,"149,000",17,,,,,,,17,,,,,,
BY079972_OR,Transformable Dog_Orange,"149,000",3,,,,,,,3,,,,,,
BY117810_BL,Transformable Lamborghini_Blue,"149,000",9,,,,,,,9,,,,,,
BY117810_OR,Transformable Lamborghini_Orange,"149,000",7,,,,,,,7,,,,,,
BY117811_OR,Transformable Land Rover_Orange,"149,000",7,,,,,,,7,,,,,,
BY117811_WH,Transformable Land Rover_Blue,"149,000",13,,,,,,,13,,,,,,
WD3606,Letter Guitar,"469,000",2,,,,,,,,,1,,1,,
WD3608,Mirror Learning Machine,"439,000",4,,,3,,,,,,,,,1,
WD3615,Dream Music 3615,"179,000",3,,,1,,,,,,1,,,1,
WD3627,Multifunctional Semi-circular Organ,"399,000",2,,,1,,,,,,1,,,,
WD3631,Music Saxophone,"219,000",1,,,1,,,,,,,,,,
WD3632,Music Guitar,"229,000",2,,,1,,,,,,,,1,,
WD3643,Music Camera,"219,000",8,,,,,,,,,1,,4,3,
WD3645,Multifunctional Pat Drum,"329,000",1,,,,,,,,,1,,,,
WD3649,Pull Snail Drum,"299,000",2,,,,,,,,,,,2,,
WD3662,Multifunction Learning Drum,"299,000",5,,,,,,,,,1,,3,1,
WD3663,Musical Drum,"269,000",1,,,1,,,,,,,,,,
